# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 4.271559 0.000000 18687.850441
-1.560025 4.253957 0.000000 17945.560787
-1.520288 4.226035 0.000000 16828.105012
-1.480552 4.193422 0.000000 15610.660621
-1.440816 4.160025 0.000000 14455.226339
-1.401080 4.100639 0.000000 12607.794282
-1.361343 4.068690 0.000000 11713.564401
-1.321607 4.031033 0.000000 10740.700322
-1.281871 3.992263 0.000000 9823.422399
-1.242135 3.966713 0.000000 9262.164215
-1.202399 3.939497 0.000000 8699.548706
-1.162662 3.907350 0.000000 8078.854421
-1.122926 3.854740 0.000000 7157.144684
-1.083190 3.815628 0.000000 6540.753625
-1.043454 3.748219 0.000000 5600.384383
-1.003717 3.687782 0.000000 4872.827539
-0.963981 3.616589 0.000000 4136.074347
-0.924245 3.573508 0.000000 3745.480317
-0.884509 3.536639 0.000000 3440.635788
-0.844773 3.476998 0.000000 2999.145457
-0.805036 3.417663 0.000000 2616.145591
-0.765300 3.358492 0.000000 2282.925356
-0.725564 3.304465 0.000001 2015.866780
-0.685828 3.249847 0.000001 1777.648219
-0.646091 3.200564 0.000002 1586.935409
-0.606355 3.144096 0.000001 1393.457695
-0.566619 3.086550 0.000001 1220.530331
-0.526883 3.041505 0.000002 1100.274332
-0.487147 2.985910 0.000001 968.072686
-0.447410 2.939974 0.000001 870.906814
-0.407674 2.893311 0.000001 782.185745
-0.367938 2.847541 0.000001 703.946278
-0.328202 2.802539 0.000005 634.640991
-0.288465 2.760561 0.000002 576.178072
-0.248729 2.715860 0.000003 519.820218
-0.208993 2.675126 0.000004 473.278089
-0.169257 2.634353 0.000005 430.865015
-0.129520 2.594688 0.000004 393.258674
-0.089784 2.554856 0.000006 358.791473
-0.050048 2.515456 0.000004 327.677581
-0.010312 2.475204 0.000004 298.671853
0.029424 2.431177 0.000005 269.877545
0.069161 2.391336 0.000004 246.221248
0.108897 2.345284 0.000008 221.445104
0.148633 2.297163 0.000006 198.221445
0.188369 2.251234 0.000004 178.330442
0.228106 2.208449 0.000005 161.598106
0.267842 2.150862 0.000007 141.529219
0.307578 2.098928 0.000009 125.576287
0.347314 2.040978 0.000008 109.890042
0.387050 1.979225 0.000013 95.322207
0.426787 1.917434 0.000011 82.681611
0.466523 1.851446 0.000009 71.027392
0.506259 1.782557 0.000007 60.609397
0.545995 1.714015 0.000007 51.760632
0.585732 1.640022 0.000007 43.652138
0.625468 1.567710 0.000010 36.956074
0.665204 1.495687 0.000010 31.308695
0.704940 1.422503 0.000011 26.453251
0.744677 1.346637 0.000010 22.213361
0.784413 1.270483 0.000009 18.640664
0.824149 1.193596 0.000009 15.616244
0.863885 1.116521 0.000008 13.076809
0.903621 1.039644 0.000008 10.955309
