# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 3.349249 0.000000 2234.853349
-1.560025 3.320588 0.000000 2092.127738
-1.520288 3.283691 0.000000 1921.721839
-1.480552 3.241714 0.000000 1744.672275
-1.440816 3.196809 0.000000 1573.288128
-1.401080 3.140809 0.000000 1382.956754
-1.361343 3.095780 0.000000 1246.749432
-1.321607 3.051408 0.000000 1125.660063
-1.281871 3.009491 0.000000 1022.094328
-1.242135 2.978662 0.000000 952.053664
-1.202399 2.949737 0.000000 890.711352
-1.162662 2.916764 0.000000 825.588246
-1.122926 2.871033 0.000000 743.074125
-1.083190 2.817068 0.000000 656.246976
-1.043454 2.740058 0.000000 549.612507
-1.003717 2.658770 0.000000 455.794655
-0.963981 2.580566 0.000001 380.683903
-0.924245 2.531129 0.000000 339.725646
-0.884509 2.495466 0.000000 312.943211
-0.844773 2.437519 0.000000 273.853389
-0.805036 2.353623 0.000000 225.746896
-0.765300 2.266296 0.000000 184.627083
-0.725564 2.205132 0.000000 160.373094
-0.685828 2.150297 0.000001 141.350095
-0.646091 2.068192 0.000002 117.000476
-0.606355 1.987212 0.000001 97.098017
-0.566619 1.922785 0.000000 83.711344
-0.526883 1.840097 0.000001 69.198329
-0.487147 1.768251 0.000000 58.647601
-0.447410 1.692625 0.000000 49.274731
-0.407674 1.613665 0.000000 41.083255
-0.367938 1.537387 0.000001 34.465548
-0.328202 1.461511 0.000001 28.940719
-0.288465 1.380571 0.000000 24.019831
-0.248729 1.303995 0.000000 20.136959
-0.208993 1.226809 0.000000 16.858074
-0.169257 1.148706 0.000000 14.083320
-0.129520 1.071638 0.000000 11.793362
-0.089784 0.995099 0.000000 9.887773
-0.050048 0.917792 0.000000 8.275446
-0.010312 0.841972 0.000000 6.949786
0.029424 0.766948 0.000000 5.847190
0.069161 0.692074 0.000000 4.921221
0.108897 0.618174 0.000000 4.151195
0.148633 0.545315 0.000000 3.510056
0.188369 0.473422 0.000000 2.974551
0.228106 0.402762 0.000001 2.527903
0.267842 0.333107 0.000001 2.153305
0.307578 0.264676 0.000001 1.839390
0.347314 0.197217 0.000001 1.574764
0.387050 0.131166 0.000001 1.352584
0.426787 0.066298 0.000001 1.164918
0.466523 0.003475 0.000002 1.008025
0.506259 -0.058947 0.000002 0.873070
0.545995 -0.119433 0.000002 0.759561
0.585732 -0.179407 0.000002 0.661589
0.625468 -0.238398 0.000003 0.577558
0.665204 -0.296822 0.000005 0.504854
0.704940 -0.352687 0.000005 0.443917
0.744677 -0.409937 0.000008 0.389085
0.784413 -0.466807 0.000011 0.341325
0.824149 -0.523362 0.000014 0.299645
0.863885 -0.579635 0.000020 0.263219
0.903621 -0.635605 0.000018 0.231395
