# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 4.067668 0.000000 11686.066321
-1.560025 4.033231 0.000000 10795.209967
-1.520288 3.987208 0.000000 9709.738070
-1.480552 3.935564 0.000000 8621.126389
-1.440816 3.882687 0.000000 7632.853592
-1.401080 3.806871 0.000000 6410.195333
-1.361343 3.757530 0.000000 5721.756708
-1.321607 3.705181 0.000000 5072.017494
-1.281871 3.652301 0.000000 4490.557468
-1.242135 3.617170 0.000000 4141.619955
-1.202399 3.584233 0.000000 3839.131295
-1.162662 3.548652 0.000000 3537.132365
-1.122926 3.494307 0.000000 3121.094125
-1.083190 3.443736 0.000000 2778.021916
-1.043454 3.362683 0.000000 2305.061965
-1.003717 3.279977 0.000000 1905.358066
-0.963981 3.188623 0.000000 1543.910835
-0.924245 3.133660 0.000000 1360.376450
-0.884509 3.093991 0.000000 1241.625271
-0.844773 3.035780 0.000000 1085.874758
-0.805036 2.959521 0.000000 911.004853
-0.765300 2.877089 0.000000 753.508371
-0.725564 2.807873 0.000001 642.496328
-0.685828 2.749799 0.000000 562.080728
-0.646091 2.681562 0.000019 480.306366
-0.606355 2.608095 0.000001 405.595306
-0.566619 2.539128 0.000001 346.040624
-0.526883 2.472792 0.000001 297.022415
-0.487147 2.403429 0.000001 253.178519
-0.447410 2.339215 0.000001 218.379753
-0.407674 2.271495 0.000001 186.850029
-0.367938 2.208924 0.000001 161.779094
-0.328202 2.145517 0.000004 139.800000
-0.288465 2.079923 0.000002 120.203971
-0.248729 2.019380 0.000006 104.560252
-0.208993 1.959496 0.000002 91.094526
-0.169257 1.900526 0.000002 79.528200
-0.129520 1.843300 0.000014 69.705556
-0.089784 1.787496 0.000023 61.297643
-0.050048 1.736001 0.000018 54.445297
-0.010312 1.682348 0.000017 48.118064
0.029424 1.631953 0.000036 42.841948
0.069161 1.581981 0.000026 38.187520
0.108897 1.537789 0.000058 34.487067
0.148633 1.490105 0.000067 30.899482
0.188369 1.437201 0.000010 27.363956
0.228106 1.394413 0.000013 24.796102
0.267842 1.345275 0.000016 22.143077
0.307578 1.299221 0.000011 19.915692
0.347314 1.253679 0.000014 17.932757
0.387050 1.203019 0.000019 15.957908
0.426787 1.159598 0.000011 14.440187
0.466523 1.107081 0.000010 12.795546
0.506259 1.052621 0.000008 11.287613
0.545995 1.000313 0.000009 10.006751
0.585732 0.945676 0.000020 8.823281
0.625468 0.885408 0.000017 7.680147
0.665204 0.824122 0.000011 6.669529
0.704940 0.760228 0.000011 5.757100
0.744677 0.694070 0.000010 4.943649
0.784413 0.626711 0.000009 4.233410
0.824149 0.556842 0.000008 3.604316
0.863885 0.485636 0.000008 3.059272
0.903621 0.413627 0.000008 2.591843
