# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 3.586559 0.000000 3859.741801
-1.560025 3.566124 0.000000 3682.334183
-1.520288 3.537739 0.000000 3449.360964
-1.480552 3.505277 0.000000 3200.930396
-1.440816 3.470166 0.000000 2952.337626
-1.401080 3.421547 0.000000 2639.654191
-1.361343 3.384789 0.000000 2425.428569
-1.321607 3.346669 0.000000 2221.612635
-1.281871 3.309042 0.000000 2037.236436
-1.242135 3.280984 0.000000 1909.781095
-1.202399 3.252860 0.000000 1790.027344
-1.162662 3.220829 0.000000 1662.756807
-1.122926 3.176644 0.000000 1501.907395
-1.083190 3.130114 0.000000 1349.314448
-1.043454 3.063455 0.000000 1157.322887
-1.003717 2.994607 0.000000 987.656664
-0.963981 2.922039 0.000000 835.676334
-0.924245 2.873785 0.000000 747.798613
-0.884509 2.836123 0.000000 685.682036
-0.844773 2.780751 0.000000 603.600523
-0.805036 2.708140 0.000000 510.668590
-0.765300 2.632302 0.000000 428.846261
-0.725564 2.572576 0.000000 373.744929
-0.685828 2.516898 0.000000 328.773737
-0.646091 2.444970 0.000004 278.586874
-0.606355 2.375372 0.000001 237.339771
-0.566619 2.311751 0.000001 204.998122
-0.526883 2.239864 0.000000 173.725346
-0.487147 2.174142 0.000000 149.328088
-0.447410 2.105951 0.000001 127.629070
-0.407674 2.037371 0.000001 108.985805
-0.367938 1.970997 0.000001 93.539417
-0.328202 1.903471 0.000001 80.069747
-0.288465 1.833535 0.000001 68.160616
-0.248729 1.767437 0.000000 58.537812
-0.208993 1.702478 0.000000 50.405468
-0.169257 1.639373 0.000001 43.588404
-0.129520 1.575179 0.000000 37.599174
-0.089784 1.511086 0.000001 32.440272
-0.050048 1.451138 0.000001 28.257623
-0.010312 1.390471 0.000000 24.573680
0.029424 1.332388 0.000001 21.497415
0.069161 1.273802 0.000001 18.784548
0.108897 1.218664 0.000001 16.544853
0.148633 1.163881 0.000000 14.584125
0.188369 1.110418 0.000001 12.894851
0.228106 1.058776 0.000001 11.449166
0.267842 1.007816 0.000001 10.181538
0.307578 0.954995 0.000001 9.015526
0.347314 0.905861 0.000001 8.051158
0.387050 0.857688 0.000001 7.205857
0.426787 0.805340 0.000002 6.387549
0.466523 0.758317 0.000002 5.732093
0.506259 0.710834 0.000002 5.138433
0.545995 0.663217 0.000001 4.604833
0.585732 0.609656 0.000002 4.070529
0.625468 0.556224 0.000002 3.599310
0.665204 0.501580 0.000003 3.173753
0.704940 0.443933 0.000011 2.779120
0.744677 0.380145 0.000007 2.399554
0.784413 0.318455 0.000004 2.081833
0.824149 0.252365 0.000006 1.787934
0.863885 0.186499 0.000014 1.536268
0.903621 0.117860 0.000012 1.311694
