# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 4.150373 0.000000 14137.511004
-1.560025 4.116384 0.000000 13073.265851
-1.520288 4.070481 0.000000 11761.976236
-1.480552 4.018731 0.000000 10440.727441
-1.440816 3.966178 0.000000 9250.759554
-1.401080 3.889500 0.000000 7753.541569
-1.361343 3.840384 0.000000 6924.424320
-1.321607 3.788276 0.000000 6141.518697
-1.281871 3.735641 0.000000 5440.528547
-1.242135 3.700490 0.000000 5017.528974
-1.202399 3.668169 0.000000 4657.670631
-1.162662 3.632442 0.000000 4289.842165
-1.122926 3.576938 0.000000 3775.179683
-1.083190 3.528041 0.000000 3373.188569
-1.043454 3.446356 0.000000 2794.832080
-1.003717 3.365729 0.000000 2321.286014
-0.963981 3.275125 0.000000 1884.187674
-0.924245 3.220633 0.000000 1662.003456
-0.884509 3.181109 0.000000 1517.430726
-0.844773 3.122078 0.000000 1324.577284
-0.805036 3.047691 0.000000 1116.067250
-0.765300 2.968539 0.000000 930.117498
-0.725564 2.900856 0.000001 795.891048
-0.685828 2.842411 0.000000 695.681750
-0.646091 2.774984 0.000017 595.584930
-0.606355 2.705287 0.000001 507.323053
-0.566619 2.638072 0.000000 434.581103
-0.526883 2.575868 0.000002 376.585173
-0.487147 2.507644 0.000003 321.838576
-0.447410 2.447223 0.000001 280.039889
-0.407674 2.382975 0.000000 241.531809
-0.367938 2.323918 0.000001 210.822171
-0.328202 2.262473 0.000009 183.000697
-0.288465 2.201359 0.000002 158.984562
-0.248729 2.144409 0.000008 139.441109
-0.208993 2.088496 0.000012 122.593977
-0.169257 2.033801 0.000020 108.082577
-0.129520 1.980964 0.000027 95.697458
-0.089784 1.929253 0.000031 84.953576
-0.050048 1.879952 0.000043 75.831958
-0.010312 1.831930 0.000004 67.907960
0.029424 1.783159 0.000045 60.681251
0.069161 1.737090 0.000043 54.574626
0.108897 1.692189 0.000045 49.213707
0.148633 1.650401 0.000016 44.705854
0.188369 1.603673 0.000039 40.140610
0.228106 1.559319 0.000005 36.249959
0.267842 1.515294 0.000023 32.752188
0.307578 1.470595 0.000007 29.551397
0.347314 1.426849 0.000016 26.718487
0.387050 1.377019 0.000031 23.820321
0.426787 1.333287 0.000010 21.540866
0.466523 1.282487 0.000043 19.159611
0.506259 1.230680 0.000031 17.006299
0.545995 1.175209 0.000025 14.967607
0.585732 1.117180 0.000024 13.095594
0.625468 1.055869 0.000015 11.371953
0.665204 0.995013 0.000014 9.885079
0.704940 0.932208 0.000014 8.554145
0.744677 0.866505 0.000012 7.353216
0.784413 0.798147 0.000012 6.282296
0.824149 0.727740 0.000011 5.342138
0.863885 0.656693 0.000013 4.535895
0.903621 0.583930 0.000013 3.836193
