# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 4.145974 0.000000 13995.044051
-1.560025 4.119944 0.000000 13180.849900
-1.520288 4.083477 0.000000 12119.283965
-1.480552 4.040759 0.000000 10983.944472
-1.440816 3.997808 0.000000 9949.644365
-1.401080 3.931500 0.000000 8540.814883
-1.361343 3.891088 0.000000 7781.930562
-1.321607 3.847874 0.000000 7044.873946
-1.281871 3.804168 0.000000 6370.410430
-1.242135 3.776169 0.000000 5972.674514
-1.202399 3.748080 0.000000 5598.599555
-1.162662 3.715317 0.000000 5191.779177
-1.122926 3.662033 0.000000 4592.320520
-1.083190 3.615101 0.000000 4121.927770
-1.043454 3.538220 0.000000 3453.182818
-1.003717 3.466162 0.000000 2925.238915
-0.963981 3.387278 0.000000 2439.369179
-0.924245 3.342930 0.000000 2202.566071
-0.884509 3.307014 0.000000 2027.746330
-0.844773 3.245558 0.000000 1760.180482
-0.805036 3.173523 0.000000 1491.152623
-0.765300 3.104551 0.000000 1272.185503
-0.725564 3.046262 0.000001 1112.395786
-0.685828 2.989644 0.000000 976.435567
-0.646091 2.925420 0.000008 842.172908
-0.606355 2.864430 0.000001 731.861228
-0.566619 2.801878 0.000000 633.689884
-0.526883 2.744349 0.000001 555.070164
-0.487147 2.682932 0.000001 481.870859
-0.447410 2.627934 0.000000 424.553716
-0.407674 2.571397 0.000000 372.731474
-0.367938 2.517612 0.000000 329.314256
-0.328202 2.461659 0.000001 289.506177
-0.288465 2.408334 0.000002 256.053423
-0.248729 2.357414 0.000000 227.725962
-0.208993 2.306609 0.000001 202.584276
-0.169257 2.258746 0.000002 181.443555
-0.129520 2.212815 0.000001 163.235082
-0.089784 2.165883 0.000001 146.514580
-0.050048 2.122154 0.000002 132.479663
-0.010312 2.077838 0.000001 119.628692
0.029424 2.033123 0.000003 107.923549
0.069161 1.989959 0.000001 97.713771
0.108897 1.944083 0.000006 87.916173
0.148633 1.897980 0.000005 79.062186
0.188369 1.852524 0.000006 71.204996
0.228106 1.807684 0.000007 64.219685
0.267842 1.760128 0.000007 57.558842
0.307578 1.709335 0.000010 51.204978
0.347314 1.656059 0.000009 45.293768
0.387050 1.601438 0.000015 39.939596
0.426787 1.541182 0.000012 34.766027
0.466523 1.479797 0.000009 30.184017
0.506259 1.417164 0.000007 26.130546
0.545995 1.350016 0.000007 22.387134
0.585732 1.284583 0.000009 19.255828
0.625468 1.209664 0.000008 16.204899
0.665204 1.137215 0.000008 13.715055
0.704940 1.061529 0.000009 11.521473
0.744677 0.984665 0.000009 9.652596
0.784413 0.907660 0.000010 8.084225
0.824149 0.828053 0.000008 6.730298
0.863885 0.748977 0.000010 5.609873
0.903621 0.668576 0.000009 4.661805
