# lg_k, mean(lg_P), var(lg_P), mode(P)
-1.599761 4.021063 0.000000 10496.951740
-1.560025 3.991333 0.000000 9802.408888
-1.520288 3.951671 0.000000 8946.872303
-1.480552 3.906460 0.000000 8062.322212
-1.440816 3.859961 0.000000 7243.707418
-1.401080 3.792747 0.000000 6205.065001
-1.361343 3.748108 0.000000 5598.970725
-1.321607 3.700577 0.000000 5018.532531
-1.281871 3.651240 0.000000 4479.604039
-1.242135 3.616468 0.000000 4134.922957
-1.202399 3.581914 0.000000 3818.680735
-1.162662 3.543014 0.000000 3491.514418
-1.122926 3.488996 0.000000 3083.155092
-1.083190 3.438342 0.000000 2743.731354
-1.043454 3.361765 0.000000 2300.193326
-1.003717 3.287326 0.000000 1937.873890
-0.963981 3.204498 0.000001 1601.386943
-0.924245 3.149662 0.000000 1411.438668
-0.884509 3.107897 0.000000 1282.025640
-0.844773 3.045944 0.000000 1111.586424
-0.805036 2.973405 0.000000 940.597954
-0.765300 2.897089 0.000000 789.019612
-0.725564 2.830358 0.000001 676.637920
-0.685828 2.769724 0.000000 588.468820
-0.646091 2.704779 0.000020 506.678205
-0.606355 2.633336 0.000001 429.867840
-0.566619 2.565454 0.000002 367.662676
-0.526883 2.500498 0.000003 316.585978
-0.487147 2.433334 0.000004 271.222665
-0.447410 2.370379 0.000001 234.626338
-0.407674 2.307146 0.000001 202.835315
-0.367938 2.245585 0.000000 176.028824
-0.328202 2.180682 0.000007 151.588736
-0.288465 2.120759 0.000002 132.054711
-0.248729 2.058626 0.000007 114.448265
-0.208993 1.999763 0.000012 99.938905
-0.169257 1.944563 0.000025 88.004589
-0.129520 1.887879 0.000037 77.231223
-0.089784 1.834366 0.000042 68.276186
-0.050048 1.781016 0.000050 60.381044
-0.010312 1.739950 0.000006 54.946100
0.029424 1.683546 0.000052 48.242127
0.069161 1.636590 0.000051 43.298355
0.108897 1.591320 0.000055 39.011483
0.148633 1.552608 0.000078 35.680193
0.188369 1.508978 0.000061 32.272870
0.228106 1.461240 0.000048 28.915390
0.267842 1.421699 0.000042 26.399941
0.307578 1.382788 0.000008 24.141823
0.347314 1.331732 0.000028 21.461863
0.387050 1.285646 0.000058 19.298057
0.426787 1.236287 0.000026 17.227699
0.466523 1.184036 0.000048 15.273001
0.506259 1.147851 0.000010 14.054921
0.545995 1.088074 0.000032 12.246131
0.585732 1.034480 0.000036 10.824229
0.625468 0.977539 0.000034 9.494249
0.665204 0.918921 0.000016 8.296290
0.704940 0.852874 0.000018 7.125792
0.744677 0.790524 0.000012 6.172984
0.784413 0.720821 0.000016 5.257561
0.824149 0.654860 0.000011 4.516842
0.863885 0.584482 0.000013 3.841069
0.903621 0.511203 0.000014 3.244682
