# omega0 omegab hubble scalar_amp ns w0 wa mnu Neff alphas MWDM_inverse 
2.889074e-01 4.064815e-02 7.068889e-01 1.791111e-09 9.175556e-01 -1.216667e+00 -8.000000e-02 5.416667e-02 3.379630e+00 -8.068519e-03 6.481481e-02 
3.171667e-01 4.453704e-02 6.428889e-01 2.075556e-09 9.708889e-01 -8.322222e-01 -4.977778e-01 3.458333e-01 3.006296e+00 -1.277593e-02 9.351852e-01 
2.816481e-01 4.990741e-02 7.055556e-01 2.524444e-09 9.851111e-01 -8.388889e-01 2.577778e-01 4.583333e-02 2.741852e+00 -2.905556e-03 5.055556e-01 
2.909815e-01 4.357407e-02 7.424444e-01 1.680000e-09 9.437778e-01 -1.265556e+00 -2.888889e-01 3.041667e-01 3.519630e+00 -1.748333e-02 7.907407e-01 
3.093889e-01 4.050000e-02 6.526667e-01 2.182222e-09 8.997778e-01 -9.455556e-01 -4.666667e-01 2.158333e-01 2.503333e+00 2.712963e-03 9.444444e-02 
2.746481e-01 4.564815e-02 6.953333e-01 2.675556e-09 9.500000e-01 -1.230000e+00 2.711111e-01 2.408333e-01 2.441111e+00 -2.234259e-02 2.425926e-01 
2.982407e-01 4.005556e-02 7.228889e-01 1.600000e-09 9.931111e-01 -1.018889e+00 -1.955556e-01 9.416667e-02 3.348519e+00 -4.759259e-04 7.055556e-01 
3.099074e-01 4.942593e-02 6.642222e-01 2.066667e-09 9.148889e-01 -7.188889e-01 -3.688889e-01 4.158333e-01 2.762593e+00 6.053704e-03 6.611111e-01 
2.717963e-01 4.457407e-02 6.633333e-01 1.893333e-09 9.886667e-01 -7.211111e-01 -4.800000e-01 1.091667e-01 2.912963e+00 -8.220370e-03 8.537037e-01 
2.974630e-01 4.972222e-02 7.086667e-01 1.915556e-09 9.562222e-01 -1.256667e+00 1.333333e-01 4.425000e-01 2.664074e+00 1.060926e-02 4.092593e-01 
3.280556e-01 4.105556e-02 7.317778e-01 2.346667e-09 8.931111e-01 -1.041111e+00 -2.044444e-01 1.891667e-01 3.312222e+00 -2.158333e-02 2.722222e-01 
2.803519e-01 4.187037e-02 6.691111e-01 2.048889e-09 9.060000e-01 -9.788889e-01 -4.444444e-01 4.325000e-01 3.027037e+00 1.592407e-02 7.870370e-01 
2.850185e-01 4.720370e-02 7.024444e-01 1.880000e-09 9.220000e-01 -8.655556e-01 -4.888889e-02 3.750000e-02 3.597407e+00 -2.082407e-02 1.055556e-01 
3.156111e-01 4.479630e-02 7.255556e-01 2.440000e-09 9.962222e-01 -1.225556e+00 4.488889e-01 2.141667e-01 2.337407e+00 -7.157407e-03 6.055556e-01 
2.647963e-01 4.398148e-02 6.793333e-01 2.426667e-09 9.006667e-01 -1.236667e+00 1.200000e-01 1.675000e-01 2.270000e+00 2.833333e-04 7.722222e-01 
3.065370e-01 4.057407e-02 7.220000e-01 1.924444e-09 9.548889e-01 -7.033333e-01 -3.555556e-01 3.125000e-01 2.824815e+00 -2.492407e-02 4.388889e-01 
3.241667e-01 4.905556e-02 6.864444e-01 1.875556e-09 9.677778e-01 -1.085556e+00 -8.888889e-02 1.108333e-01 3.550741e+00 1.136852e-02 3.240741e-01 
2.787963e-01 4.557407e-02 6.944444e-01 2.555556e-09 9.797778e-01 -1.274444e+00 -5.066667e-01 7.416667e-02 3.265556e+00 -3.816667e-03 7.500000e-01 
3.005741e-01 4.053704e-02 7.580000e-01 2.133333e-09 9.055556e-01 -9.500000e-01 2.622222e-01 3.875000e-01 3.063333e+00 6.509259e-03 2.277778e-01 
3.158704e-01 4.827778e-02 6.677778e-01 1.706667e-09 9.544444e-01 -8.033333e-01 6.222222e-02 2.875000e-01 2.316667e+00 -2.355741e-02 6.425926e-01 
2.819074e-01 4.027778e-02 6.993333e-01 1.524444e-09 9.020000e-01 -7.633333e-01 -1.644444e-01 1.025000e-01 3.327778e+00 -8.979630e-03 5.907407e-01 
2.927963e-01 4.864815e-02 6.535556e-01 2.271111e-09 9.731111e-01 -9.722222e-01 3.955556e-01 3.258333e-01 2.990741e+00 6.812963e-03 4.629630e-02 
3.140556e-01 4.446296e-02 7.348889e-01 2.515556e-09 9.580000e-01 -1.247778e+00 -5.733333e-01 2.241667e-01 2.404815e+00 -1.672407e-02 8.277778e-01 
2.692037e-01 4.968519e-02 6.655556e-01 1.582222e-09 9.491111e-01 -1.036667e+00 3.155556e-01 1.275000e-01 3.011481e+00 -1.702778e-02 5.018519e-01 
2.951296e-01 4.572222e-02 7.335556e-01 2.111111e-09 8.842222e-01 -1.158889e+00 -6.177778e-01 3.091667e-01 2.467037e+00 1.243148e-02 2.537037e-01 
3.223519e-01 4.035185e-02 6.926667e-01 2.591111e-09 9.744444e-01 -7.766667e-01 1.777778e-02 2.508333e-01 3.343333e+00 -5.790741e-03 6.944444e-01 
2.642778e-01 4.272222e-02 7.473333e-01 1.711111e-09 9.446667e-01 -9.766667e-01 -1.911111e-01 4.108333e-01 2.456667e+00 4.383333e-03 1.537037e-01 
2.902037e-01 4.535185e-02 6.611111e-01 2.653333e-09 9.166667e-01 -1.252222e+00 2.400000e-01 1.558333e-01 3.555926e+00 -2.450000e-03 3.351852e-01 
3.197593e-01 4.931481e-02 7.064444e-01 2.080000e-09 9.811111e-01 -8.055556e-01 -5.333333e-01 1.158333e-01 2.700370e+00 -1.171296e-02 9.055556e-01 
2.777593e-01 4.961111e-02 6.833333e-01 2.520000e-09 8.833333e-01 -1.003333e+00 -4.133333e-01 2.791667e-01 3.545556e+00 -2.146296e-03 4.796296e-01 
2.842407e-01 4.379630e-02 6.606667e-01 1.595556e-09 9.815556e-01 -1.132222e+00 -2.666667e-01 3.008333e-01 2.280370e+00 -1.490185e-02 7.833333e-01 
3.249444e-01 4.309259e-02 7.522222e-01 2.297778e-09 9.557778e-01 -7.944444e-01 4.933333e-01 1.341667e-01 2.835185e+00 3.775926e-03 3.203704e-01 
2.663519e-01 4.716667e-02 6.740000e-01 1.720000e-09 9.517778e-01 -8.144444e-01 -6.400000e-01 2.958333e-01 2.425556e+00 9.242593e-03 4.722222e-01 
3.039444e-01 4.612963e-02 7.242222e-01 2.408889e-09 9.775556e-01 -9.011111e-01 1.288889e-01 1.583333e-02 3.374444e+00 -1.854630e-02 8.796296e-01 
3.236481e-01 4.331481e-02 6.988889e-01 2.257778e-09 8.922222e-01 -1.287778e+00 4.888889e-02 3.608333e-01 3.068519e+00 7.388889e-04 3.148148e-02 
2.710185e-01 4.924074e-02 6.860000e-01 2.248889e-09 9.735556e-01 -1.076667e+00 -3.377778e-01 1.291667e-01 2.306296e+00 3.472222e-03 9.833333e-01 
2.855370e-01 4.075926e-02 6.660000e-01 2.417778e-09 9.464444e-01 -7.544444e-01 2.311111e-01 3.175000e-01 2.970000e+00 -1.475000e-02 5.740741e-02 
3.228704e-01 4.598148e-02 7.460000e-01 1.573333e-09 8.860000e-01 -1.145556e+00 -2.444444e-01 2.091667e-01 3.332963e+00 5.870370e-04 3.500000e-01 
2.769815e-01 4.450000e-02 7.486667e-01 2.124444e-09 8.953333e-01 -8.900000e-01 -4.044444e-01 1.608333e-01 3.493704e+00 -1.550926e-02 8.907407e-01 
3.000556e-01 4.312963e-02 6.820000e-01 2.693333e-09 9.420000e-01 -1.178889e+00 2.000000e-01 4.208333e-01 2.710741e+00 1.531667e-02 5.203704e-01 
3.213148e-01 4.916667e-02 6.780000e-01 1.568889e-09 9.686667e-01 -9.277778e-01 4.444444e-03 4.083333e-02 2.544815e+00 -6.246296e-03 1.425926e-01 
2.754259e-01 4.994444e-02 7.468889e-01 2.013333e-09 9.215556e-01 -1.267778e+00 1.244444e-01 9.916667e-02 3.224074e+00 -4.424074e-03 6.500000e-01 
3.047222e-01 4.424074e-02 6.775556e-01 2.635556e-09 9.153333e-01 -7.588889e-01 -3.511111e-01 2.708333e-01 2.498148e+00 -2.370926e-02 8.611111e-01 
3.114630e-01 4.127778e-02 6.837778e-01 1.653333e-09 9.655556e-01 -1.061111e+00 -2.133333e-01 3.625000e-01 2.752222e+00 1.425370e-02 8.333333e-02 
2.790556e-01 4.301852e-02 6.913333e-01 2.551111e-09 9.415556e-01 -9.877778e-01 -6.666667e-01 3.591667e-01 2.327037e+00 -2.037037e-05 9.648148e-01 
2.907222e-01 4.820370e-02 6.700000e-01 1.737778e-09 9.082222e-01 -1.185556e+00 4.266667e-01 2.441667e-01 3.452222e+00 1.045741e-02 5.388889e-01 
3.176852e-01 4.587037e-02 7.437778e-01 2.035556e-09 9.855556e-01 -8.522222e-01 8.888889e-03 1.208333e-01 2.788519e+00 -2.325370e-02 1.240741e-01 
2.712778e-01 4.890741e-02 7.304444e-01 2.266667e-09 9.268889e-01 -8.188889e-01 4.755556e-01 2.525000e-01 2.938889e+00 -1.687593e-02 1.648148e-01 
2.865741e-01 4.101852e-02 6.482222e-01 1.591111e-09 9.193333e-01 -9.833333e-01 -6.577778e-01 3.208333e-01 3.198148e+00 -1.065000e-02 4.018519e-01 
3.246852e-01 4.590741e-02 7.144444e-01 2.382222e-09 9.633333e-01 -1.203333e+00 -2.177778e-01 1.358333e-01 2.565556e+00 1.501296e-02 8.351852e-01 
2.743889e-01 4.798148e-02 6.797778e-01 2.364444e-09 9.282222e-01 -1.198889e+00 -8.444444e-02 2.175000e-01 3.514444e+00 -2.477222e-02 8.203704e-01 
2.922778e-01 4.431481e-02 7.277778e-01 2.106667e-09 9.984444e-01 -8.544444e-01 4.177778e-01 4.141667e-01 2.430741e+00 -5.942593e-03 2.018519e-01 
3.218333e-01 4.250000e-02 6.882222e-01 1.804444e-09 9.033333e-01 -9.055556e-01 -3.155556e-01 3.083333e-02 2.887037e+00 1.577222e-02 5.722222e-01 
2.764630e-01 4.901852e-02 7.482222e-01 2.568889e-09 9.651111e-01 -1.054444e+00 -1.333333e-01 1.808333e-01 3.566296e+00 -6.398148e-03 1.722222e-01 
2.959074e-01 4.042593e-02 6.811111e-01 2.191111e-09 9.184444e-01 -7.500000e-01 3.244444e-01 7.250000e-02 2.819630e+00 -1.232037e-02 9.129630e-01 
3.125000e-01 4.498148e-02 6.682222e-01 1.768889e-09 9.353333e-01 -1.278889e+00 -6.622222e-01 4.041667e-01 2.472222e+00 3.927778e-03 5.500000e-01 
2.699815e-01 4.205556e-02 7.037778e-01 1.911111e-09 9.713333e-01 -1.298889e+00 2.222222e-01 6.583333e-02 2.778148e+00 -1.596481e-02 6.722222e-01 
3.060185e-01 4.731481e-02 7.531111e-01 2.608889e-09 9.344444e-01 -7.277778e-01 -4.711111e-01 1.975000e-01 2.410000e+00 -6.094444e-03 4.685185e-01 
3.106852e-01 4.409259e-02 6.624444e-01 1.626667e-09 8.913333e-01 -9.100000e-01 -8.888889e-03 4.275000e-01 3.384815e+00 8.635185e-03 2.907407e-01 
2.751667e-01 4.724074e-02 6.922222e-01 1.920000e-09 9.202222e-01 -1.165556e+00 -5.644444e-01 7.083333e-02 3.431481e+00 7.116667e-03 1.796296e-01 
2.873519e-01 4.287037e-02 7.571111e-01 1.897778e-09 9.926667e-01 -1.070000e+00 -1.555556e-01 3.291667e-01 2.482593e+00 -2.386111e-02 7.388889e-01 
3.270185e-01 4.605556e-02 6.673333e-01 2.537778e-09 9.126667e-01 -7.566667e-01 4.577778e-01 2.908333e-01 2.902593e+00 -1.538889e-03 6.166667e-01 
2.702407e-01 4.646296e-02 7.233333e-01 1.751111e-09 9.588889e-01 -7.144444e-01 4.444444e-02 3.308333e-01 3.187778e+00 -2.416481e-02 6.907407e-01 
2.847593e-01 4.024074e-02 6.580000e-01 2.306667e-09 9.620000e-01 -1.281111e+00 -5.111111e-01 2.058333e-01 2.420370e+00 -1.722222e-04 4.759259e-01 
3.290926e-01 4.753704e-02 7.148889e-01 2.173333e-09 8.940000e-01 -1.065556e+00 3.911111e-01 8.333333e-04 3.058148e+00 2.561111e-03 3.166667e-01 
2.785370e-01 4.364815e-02 7.033333e-01 2.004444e-09 9.966667e-01 -1.141111e+00 1.955556e-01 1.391667e-01 2.866296e+00 1.562037e-02 9.611111e-01 
2.894259e-01 4.887037e-02 7.264444e-01 1.831111e-09 9.455556e-01 -1.078889e+00 -1.466667e-01 3.941667e-01 2.295926e+00 -2.173519e-02 1.388889e-01 
3.132778e-01 4.275926e-02 6.566667e-01 2.328889e-09 8.815556e-01 -7.855556e-01 -3.066667e-01 1.908333e-01 3.509259e+00 -8.524074e-03 5.685185e-01 
2.826852e-01 4.683333e-02 6.548889e-01 1.800000e-09 9.211111e-01 -9.077778e-01 -2.622222e-01 1.191667e-01 3.462593e+00 7.572222e-03 9.981481e-01 
3.018704e-01 4.483333e-02 7.508889e-01 2.226667e-09 9.104444e-01 -1.258889e+00 4.800000e-01 1.775000e-01 2.995926e+00 -2.143148e-02 3.092593e-01 
3.135370e-01 4.142593e-02 6.877778e-01 2.400000e-09 9.860000e-01 -8.255556e-01 -4.088889e-01 3.858333e-01 2.249259e+00 4.351852e-04 3.648148e-01 
2.624630e-01 4.235185e-02 7.295556e-01 2.333333e-09 8.904444e-01 -1.096667e+00 -5.022222e-01 4.750000e-02 2.658889e+00 -7.005556e-03 3.981481e-01 
2.852778e-01 4.494444e-02 6.628889e-01 1.560000e-09 9.553333e-01 -1.123333e+00 2.444444e-01 4.225000e-01 3.322593e+00 -2.036852e-02 8.018519e-01 
3.298704e-01 4.742593e-02 6.815556e-01 2.235556e-09 9.766667e-01 -7.677778e-01 -4.000000e-02 1.841667e-01 2.674444e+00 1.546852e-02 3.277778e-01 
2.655741e-01 4.664815e-02 7.126667e-01 2.368889e-09 9.788889e-01 -1.010000e+00 -4.844444e-01 1.250000e-02 2.555185e+00 -2.249444e-02 5.129630e-01 
2.863148e-01 4.668519e-02 7.491111e-01 2.062222e-09 8.980000e-01 -7.966667e-01 -1.066667e-01 4.175000e-01 2.871481e+00 1.319074e-02 7.277778e-01 
3.244259e-01 4.290741e-02 6.402222e-01 1.795556e-09 9.375556e-01 -1.147778e+00 1.600000e-01 1.941667e-01 3.296667e+00 -5.335185e-03 7.222222e-02 
2.611667e-01 4.135185e-02 6.464444e-01 2.177778e-09 9.144444e-01 -8.988889e-01 -2.311111e-01 3.275000e-01 2.747037e+00 -1.824259e-02 7.203704e-01 
2.925370e-01 4.520370e-02 7.237778e-01 1.502222e-09 9.771111e-01 -1.043333e+00 4.133333e-01 1.325000e-01 2.586296e+00 1.227963e-02 2.648148e-01 
3.296111e-01 4.750000e-02 7.188889e-01 2.697778e-09 9.335556e-01 -1.114444e+00 -4.755556e-01 1.925000e-01 3.488519e+00 -2.601852e-03 4.574074e-01 
2.622037e-01 4.461111e-02 7.411111e-01 2.448889e-09 9.615556e-01 -8.366667e-01 -4.000000e-01 2.625000e-01 3.047778e+00 1.410185e-02 1.462963e-01 
3.031667e-01 4.098148e-02 6.531111e-01 2.084444e-09 9.340000e-01 -1.152222e+00 -2.933333e-01 6.916667e-02 3.390000e+00 -1.611667e-02 9.092593e-01 
3.283148e-01 4.687037e-02 7.180000e-01 1.888889e-09 9.122222e-01 -9.966667e-01 4.444444e-01 3.641667e-01 2.238889e+00 -7.612963e-03 3.944444e-01 
2.832037e-01 4.568519e-02 7.344444e-01 2.262222e-09 9.975556e-01 -7.811111e-01 -3.777778e-01 2.891667e-01 2.632963e+00 1.303889e-02 8.425926e-01 
2.956481e-01 4.794444e-02 6.708889e-01 1.537778e-09 9.366667e-01 -1.094444e+00 -2.711111e-01 3.558333e-01 3.307037e+00 -2.052037e-02 8.703704e-02 
3.067963e-01 4.068519e-02 7.042222e-01 2.613333e-09 8.908889e-01 -1.194444e+00 1.777778e-01 7.500000e-03 2.892222e+00 -8.675926e-03 5.870370e-01 
2.697222e-01 4.627778e-02 7.504444e-01 2.462222e-09 9.802222e-01 -1.241111e+00 -4.577778e-01 2.758333e-01 2.477407e+00 -5.183333e-03 2.240741e-01 
3.016111e-01 4.020370e-02 6.686667e-01 1.991111e-09 9.397778e-01 -7.388889e-01 3.688889e-01 3.141667e-01 2.830000e+00 1.395000e-02 4.462963e-01 
3.127593e-01 4.857407e-02 6.931111e-01 1.688889e-09 9.091111e-01 -1.016667e+00 -1.511111e-01 8.916667e-02 3.167037e+00 -2.401296e-02 9.240741e-01 
2.632407e-01 4.512963e-02 6.584444e-01 2.488889e-09 8.988889e-01 -7.166667e-01 -3.200000e-01 2.308333e-01 2.855926e+00 8.938889e-03 4.944444e-01 
3.057593e-01 4.757407e-02 7.442222e-01 2.293333e-09 9.891111e-01 -1.174444e+00 -5.777778e-02 3.225000e-01 3.358889e+00 -1.235185e-03 9.537037e-01 
3.104259e-01 4.087037e-02 6.908889e-01 1.742222e-09 9.362222e-01 -1.087778e+00 2.488889e-01 1.458333e-01 2.399630e+00 -2.097593e-02 1.574074e-01 
2.813889e-01 4.631481e-02 7.331111e-01 1.551111e-09 9.740000e-01 -1.270000e+00 -4.933333e-01 2.208333e-01 2.757407e+00 8.787037e-03 1.870370e-01 
3.029074e-01 4.320370e-02 7.184444e-01 2.342222e-09 9.411111e-01 -9.322222e-01 4.888889e-01 4.025000e-01 3.535185e+00 -1.839444e-02 4.833333e-01 
3.075741e-01 4.746296e-02 6.455556e-01 2.284444e-09 9.171111e-01 -7.722222e-01 -2.400000e-01 5.083333e-02 2.352963e+00 1.314815e-04 7.759259e-01 
2.635000e-01 4.850000e-02 6.602222e-01 2.213333e-09 9.251111e-01 -1.056667e+00 2.977778e-01 4.008333e-01 2.783333e+00 5.446296e-03 8.240741e-01 
2.935741e-01 4.157407e-02 7.455556e-01 2.395556e-09 9.188889e-01 -8.277778e-01 7.111111e-02 1.416667e-02 3.530000e+00 -3.361111e-03 3.462963e-01 
3.288333e-01 4.531481e-02 6.846667e-01 1.835556e-09 9.828889e-01 -1.125556e+00 -5.911111e-01 2.491667e-01 2.492963e+00 -2.112778e-02 3.129630e-01 
2.821667e-01 4.168519e-02 7.557778e-01 2.288889e-09 9.322222e-01 -1.227778e+00 -3.644444e-01 3.025000e-01 2.767778e+00 1.364630e-02 7.944444e-01 
2.883889e-01 4.390741e-02 6.468889e-01 1.640000e-09 9.908889e-01 -8.855556e-01 3.288889e-01 3.250000e-02 2.529259e+00 -8.827778e-03 5.944444e-01 
3.231296e-01 4.894444e-02 7.108889e-01 2.386667e-09 9.002222e-01 -9.255556e-01 3.111111e-02 2.841667e-01 3.244815e+00 -1.885000e-02 7.592593e-02 
2.728333e-01 4.238889e-02 6.771111e-01 2.244444e-09 8.891111e-01 -9.744444e-01 8.000000e-02 4.358333e-01 2.373704e+00 6.661111e-03 1.907407e-01 
2.972037e-01 4.927778e-02 6.802222e-01 2.373333e-09 9.611111e-01 -8.344444e-01 -6.266667e-01 2.325000e-01 3.353704e+00 -2.446852e-02 4.870370e-01 
3.101667e-01 4.383333e-02 7.548889e-01 1.702222e-09 9.424444e-01 -1.205556e+00 2.755556e-01 4.166667e-03 2.985556e+00 2.257407e-03 7.796296e-01 
2.681667e-01 4.242593e-02 7.117778e-01 1.866667e-09 9.606667e-01 -8.100000e-01 5.777778e-02 1.083333e-02 2.736667e+00 -9.283333e-03 2.777778e-02 
2.948704e-01 4.868519e-02 6.517778e-01 2.355556e-09 9.260000e-01 -1.192222e+00 -5.288889e-01 2.858333e-01 2.389259e+00 -1.793889e-02 7.166667e-01 
3.254630e-01 4.594444e-02 7.224444e-01 2.217778e-09 9.197778e-01 -9.388889e-01 2.266667e-01 3.441667e-01 3.587037e+00 1.516481e-02 6.314815e-01 
2.759444e-01 4.046296e-02 7.535556e-01 2.115556e-09 9.628889e-01 -8.411111e-01 -3.288889e-01 3.758333e-01 3.478148e+00 -2.753704e-03 5.537037e-01 
2.997963e-01 4.679630e-02 7.100000e-01 2.648889e-09 9.162222e-01 -9.166667e-01 1.155556e-01 2.583333e-02 2.487778e+00 -1.642037e-02 2.407407e-02 
3.215741e-01 4.427778e-02 6.446667e-01 1.608889e-09 9.402222e-01 -1.176667e+00 5.333333e-02 1.958333e-01 2.798889e+00 5.750000e-03 9.203704e-01 
2.829444e-01 4.912963e-02 6.917778e-01 2.533333e-09 8.811111e-01 -9.544444e-01 3.555556e-01 1.125000e-01 2.845556e+00 -1.505370e-02 7.611111e-01 
2.987593e-01 4.253704e-02 6.704444e-01 2.128889e-09 9.575556e-01 -7.122222e-01 -5.955556e-01 2.741667e-01 3.405556e+00 1.091296e-02 2.574074e-01 
3.166481e-01 4.401852e-02 7.433333e-01 1.506667e-09 9.637778e-01 -1.285556e+00 2.222222e-02 3.158333e-01 2.394444e+00 -3.968519e-03 6.092593e-01 
2.606481e-01 4.353704e-02 6.788889e-01 2.480000e-09 9.971111e-01 -9.988889e-01 1.644444e-01 2.341667e-01 2.415185e+00 -9.890741e-03 9.018519e-01 
3.044630e-01 4.964815e-02 7.082222e-01 2.208889e-09 8.828889e-01 -7.366667e-01 -2.666667e-02 1.041667e-01 3.255185e+00 7.875926e-03 6.203704e-01 
3.080926e-01 4.161111e-02 7.451111e-01 1.693333e-09 9.406667e-01 -1.154444e+00 -4.355556e-01 3.541667e-01 2.944074e+00 -1.444630e-02 1.296296e-02 
2.756852e-01 4.246296e-02 6.411111e-01 2.120000e-09 9.895556e-01 -9.122222e-01 6.666667e-02 4.491667e-01 3.141111e+00 1.953704e-03 6.796296e-01 
3.042037e-01 4.879630e-02 6.980000e-01 2.502222e-09 9.460000e-01 -1.161111e+00 -6.311111e-01 8.750000e-02 2.368519e+00 4.687037e-03 2.129630e-01 
3.143148e-01 4.553704e-02 7.562222e-01 1.844444e-09 8.935556e-01 -7.322222e-01 2.088889e-01 2.075000e-01 3.120370e+00 -2.006481e-02 5.277778e-01 
